Terme 1,Terme 2,Score Similarité
parent,habitude,0.473
parent,heureux,0.481
parent,présence,0.377
parent,suite,0.465
parent,autrefoi,0.504
parent,personne,0.418
parent,raconter,0.387
parent,fin,0.393
parent,nom,0.554
parent,voix,0.394
parent,comprendre,0.462
parent,continuer,0.394
parent,rencontrer,0.549
parent,rendre,0.438
parent,paraître,0.467
parent,ancien,0.385
parent,causer,0.524
parent,beauté,0.405
parent,attention,0.362
parent,influence,0.4
parent,penser,0.581
parent,triste,0.362
parent,besoin,0.453
parent,servir,0.388
parent,père,0.556
parent,envoyer,0.501
parent,éviter,0.352
parent,peur,0.407
parent,mouvement,0.357
parent,âme,0.369
parent,désir,0.519
parent,table,0.454
parent,empêcher,0.47
parent,mari,0.363
parent,apporter,0.407
parent,famille,0.572
parent,tendresse,0.364
parent,cas,0.382
parent,souffrance,0.411
parent,sourire,0.435
parent,visage,0.409
parent,considérer,0.363
parent,doute,0.497
parent,permettre,0.557
parent,amener,0.354
parent,embrasser,0.358
parent,annoncer,0.392
parent,tâcher,0.499
parent,mariage,0.469
parent,recevoir,0.554
parent,visite,0.518
parent,naturel,0.371
parent,profiter,0.379
parent,fils,0.447
parent,reconnaître,0.436
parent,garder,0.404
parent,aimable,0.381
parent,jeune,0.406
parent,lier,0.365
parent,ami,0.617
parent,an,0.403
parent,propriété,0.414
parent,vieux,0.424
parent,revenir,0.492
parent,pareil,0.351
parent,joie,0.481
parent,contenter,0.364
parent,phrase,0.397
parent,prononcer,0.392
parent,propos,0.419
parent,soupçonner,0.361
parent,vivre,0.483
parent,fréquenter,0.355
parent,préférer,0.439
parent,tenir,0.454
parent,idée,0.5
parent,hasard,0.353
parent,change,0.382
parent,relation,0.404
parent,simple,0.384
parent,quartier,0.357
parent,supposer,0.374
parent,revanche,0.359
parent,renseignement,0.361
parent,choisir,0.352
parent,vrai,0.398
parent,monsieur,0.46
parent,remarquer,0.438
parent,juger,0.381
parent,manquer,0.418
parent,sûr,0.388
parent,bel,0.37
parent,notaire,0.357
parent,dame,0.403
parent,princesse,0.393
parent,répondre,0.546
parent,œuvre,0.393
parent,inviter,0.45
parent,pût,0.35
parent,lettre,0.432
parent,enfant,0.363
parent,époque,0.442
parent,connaissance,0.369
parent,appeler,0.461
parent,part,0.426
parent,impression,0.383
parent,réponse,0.351
parent,déjeuner,0.393
parent,dimanche,0.39
parent,oncle,0.462
parent,priver,0.36
parent,frapper,0.352
parent,veille,0.365
parent,mot,0.514
parent,goût,0.409
parent,mal,0.412
parent,envier,0.395
parent,adresser,0.379
parent,nécessaire,0.361
parent,approcher,0.391
parent,éprouver,0.419
parent,vinteuil,0.401
parent,ajouter,0.367
parent,écrire,0.454
parent,mlle,0.415
parent,intelligence,0.363
parent,manière,0.399
parent,oser,0.461
parent,contrarier,0.353
parent,promettre,0.444
parent,peintre,0.374
parent,chagrin,0.386
parent,répéter,0.361
parent,refuser,0.375
parent,théâtre,0.41
parent,déranger,0.386
parent,signe,0.38
parent,vérité,0.378
parent,cacher,0.399
parent,amour,0.513
parent,lendemain,0.379
parent,camarade,0.422
parent,amie,0.493
parent,fête,0.39
parent,ville,0.407
parent,prix,0.352
parent,parole,0.441
parent,espérer,0.356
parent,avouer,0.397
parent,soirée,0.464
parent,artiste,0.38
parent,journée,0.376
parent,découvrir,0.383
parent,course,0.354
parent,bois,0.362
parent,compter,0.354
parent,endroit,0.398
parent,plaire,0.43
parent,legrandin,0.389
parent,vacance,0.353
parent,jolie,0.36
parent,exiger,0.384
parent,bergotte,0.39
parent,forcer,0.365
parent,voyez,0.36
parent,marcher,0.387
parent,verdurin,0.375
parent,odette,0.621
parent,forcheville,0.459
parent,honoraire,0.386
mme,étonner,0.441
mme,faux,0.446
mme,détendre,0.383
mme,jouer,0.487
mme,long,0.365
mme,air,0.496
mme,aimer,0.469
mme,montrer,0.428
mme,contraire,0.404
mme,cœur,0.445
mme,habitude,0.382
mme,heureux,0.406
mme,suite,0.382
mme,personne,0.363
mme,raconter,0.406
mme,avancer,0.369
mme,nom,0.443
mme,comprendre,0.378
mme,continuer,0.477
mme,rencontrer,0.518
mme,rendre,0.373
mme,causer,0.383
mme,penser,0.467
mme,besoin,0.36
mme,salon,0.422
mme,père,0.407
mme,envoyer,0.413
mme,désir,0.363
mme,empêcher,0.452
mme,mari,0.547
mme,famille,0.406
mme,tendresse,0.381
mme,cas,0.391
mme,sourire,0.399
mme,rire,0.491
mme,doute,0.492
mme,permettre,0.441
mme,annoncer,0.36
mme,souhaiter,0.389
mme,recevoir,0.438
mme,visite,0.378
mme,reconnaître,0.391
mme,aimable,0.378
mme,jeune,0.424
mme,ami,0.575
mme,an,0.438
mme,revenir,0.488
mme,joie,0.391
mme,prononcer,0.372
mme,propos,0.399
mme,tenir,0.455
mme,discrétion,0.408
mme,idée,0.381
mme,relation,0.377
mme,supposer,0.389
mme,provoquer,0.361
mme,exprimer,0.407
mme,monsieur,0.553
mme,remarquer,0.563
mme,manquer,0.393
mme,princesse,0.41
mme,répondre,0.491
mme,inviter,0.542
mme,lettre,0.361
mme,connaissance,0.364
mme,appeler,0.514
mme,charmant,0.466
mme,déclarer,0.363
mme,réponse,0.451
mme,mot,0.462
mme,mal,0.457
mme,adresser,0.391
mme,nécessaire,0.354
mme,approcher,0.438
mme,effrayer,0.391
mme,éprouver,0.384
mme,écrier,0.598
mme,moquer,0.383
mme,tenez,0.353
mme,écrire,0.354
mme,répondit,0.664
mme,intelligence,0.35
mme,oser,0.362
mme,peintre,0.564
mme,voyon,0.402
mme,expression,0.355
mme,amour,0.429
mme,lendemain,0.464
mme,occasion,0.414
mme,amie,0.367
mme,douleur,0.373
mme,mérité,0.351
mme,admirer,0.383
mme,apprécier,0.418
mme,parole,0.371
mme,soirée,0.49
mme,province,0.369
mme,bois,0.359
mme,gentil,0.41
mme,absenter,0.437
mme,docteur,0.539
mme,plaire,0.451
mme,terminer,0.35
mme,garde,0.354
mme,souffrant,0.396
mme,pipe,0.391
mme,feindre,0.417
mme,plaisanterie,0.492
mme,fit,0.376
mme,accepter,0.362
mme,noyau,0.395
mme,calcul,0.36
mme,reporter,0.364
mme,répliquer,0.406
mme,verdurin,0.467
mme,pianiste,0.585
mme,cottard,0.599
mme,bourgeoise,0.381
mme,crécy,0.409
mme,odette,0.631
mme,faribole,0.538
mme,esclaffer,0.445
mme,souper,0.36
mme,ennuyeu,0.512
mme,agréger,0.362
mme,raconta,0.446
mme,insinua,0.524
mme,transmit,0.373
mme,marivaudage,0.352
mme,smart,0.419
mme,négatif,0.501
mme,aveuglement,0.377
mme,rout,0.366
mme,hurler,0.498
mme,favoriser,0.498
mme,saniette,0.553
mme,ennuie,0.539
mme,tourmente,0.435
mme,sonate,0.447
mme,dièse,0.39
mme,andante,0.427
mme,croître,0.37
mme,confère,0.382
mme,dépaysé,0.438
mme,malveillance,0.47
mme,arrêtait,0.457
mme,chauffe,0.384
mme,immobiliser,0.353
mme,invitant,0.368
mme,objection,0.375
mme,forcheville,0.673
mme,disgrâce,0.398
mme,brichot,0.575
mme,indulgence,0.38
mme,idé,0.384
mme,francillon,0.399
mme,speech,0.411
mme,laume,0.371
mme,entremets,0.406
mme,joute,0.377
mme,recommandable,0.367
mme,recommença,0.356
mme,rarement,0.388
mme,raté,0.364
mme,individu,0.364
mme,diligence,0.351
mme,affectionner,0.387
mme,chatou,0.401
mme,beethoven,0.38
mme,préserve,0.355
mme,emmenaient,0.415
mme,tinter,0.383
mme,gard,0.394
mme,souvien,0.425
mme,teinturier,0.374
mme,déborder,0.494
mme,fixa,0.363
dieu,long,0.351
dieu,cœur,0.354
dieu,penser,0.386
dieu,amédée,0.375
promenade,jouer,0.352
promenade,long,0.501
promenade,air,0.371
promenade,aimer,0.373
promenade,montrer,0.379
promenade,réserver,0.352
promenade,cœur,0.355
promenade,habitude,0.406
promenade,attention,0.438
promenade,penser,0.487
promenade,père,0.401
promenade,envoyer,0.414
promenade,mouvement,0.354
promenade,désir,0.372
promenade,empêcher,0.374
promenade,permettre,0.429
promenade,cours,0.378
promenade,tâcher,0.356
promenade,visite,0.516
promenade,revenir,0.395
promenade,vivre,0.355
promenade,idée,0.373
promenade,dame,0.354
promenade,répondre,0.418
promenade,connaissance,0.402
promenade,oncle,0.37
promenade,mot,0.414
promenade,mal,0.424
promenade,contrarier,0.359
promenade,promettre,0.383
promenade,signe,0.423
promenade,amour,0.388
promenade,lendemain,0.353
promenade,amie,0.352
promenade,cadeau,0.405
promenade,journée,0.402
promenade,course,0.514
promenade,compter,0.388
promenade,guermantes,0.499
promenade,méséglise,0.533
promenade,forcer,0.412
promenade,gloire,0.356
promenade,aptitude,0.356
promenade,exposé,0.366
promenade,odette,0.43
promenade,guéri,0.376
promenade,forcheville,0.354
jouer,étonner,0.364
jouer,sentiment,0.355
jouer,image,0.378
jouer,changer,0.355
jouer,long,0.389
jouer,air,0.48
jouer,aimer,0.468
jouer,montrer,0.421
jouer,cœur,0.452
jouer,habitude,0.391
jouer,heureux,0.413
jouer,présence,0.354
jouer,suite,0.452
jouer,autrefoi,0.373
jouer,personne,0.393
jouer,raconter,0.395
jouer,fin,0.388
jouer,nom,0.472
jouer,écouter,0.366
jouer,voix,0.419
jouer,comprendre,0.425
jouer,continuer,0.415
jouer,rencontrer,0.453
jouer,rendre,0.4
jouer,paraître,0.362
jouer,causer,0.419
jouer,attention,0.373
jouer,penser,0.51
jouer,besoin,0.393
jouer,salon,0.385
jouer,père,0.441
jouer,envoyer,0.419
jouer,mouvement,0.387
jouer,désir,0.383
jouer,empêcher,0.433
jouer,mari,0.386
jouer,apporter,0.35
jouer,famille,0.392
jouer,tendresse,0.364
jouer,sourire,0.382
jouer,visage,0.368
jouer,rire,0.389
jouer,doute,0.412
jouer,permettre,0.453
jouer,tâcher,0.362
jouer,recevoir,0.422
jouer,visite,0.446
jouer,reconnaître,0.405
jouer,aimable,0.364
jouer,jeune,0.394
jouer,ami,0.498
jouer,an,0.417
jouer,revenir,0.433
jouer,joie,0.383
jouer,phrase,0.504
jouer,propos,0.38
jouer,vivre,0.372
jouer,tenir,0.423
jouer,monsieur,0.431
jouer,remarquer,0.455
jouer,manquer,0.362
jouer,princesse,0.383
jouer,répondre,0.477
jouer,œuvre,0.368
jouer,inviter,0.414
jouer,lettre,0.362
jouer,piano,0.425
jouer,connaissance,0.383
jouer,appeler,0.428
jouer,réponse,0.377
jouer,oncle,0.356
jouer,mot,0.505
jouer,goût,0.368
jouer,mal,0.415
jouer,nécessaire,0.354
jouer,approcher,0.418
jouer,éprouver,0.367
jouer,vinteuil,0.456
jouer,écrier,0.379
jouer,écrire,0.396
jouer,répondit,0.369
jouer,mlle,0.353
jouer,manière,0.352
jouer,peintre,0.398
jouer,répéter,0.365
jouer,signe,0.365
jouer,cacher,0.352
jouer,amour,0.443
jouer,lendemain,0.358
jouer,amie,0.447
jouer,parole,0.428
jouer,soirée,0.447
jouer,morceau,0.464
jouer,preuve,0.359
jouer,course,0.354
jouer,gentil,0.367
jouer,docteur,0.384
jouer,plaire,0.401
jouer,terminer,0.356
jouer,musique,0.407
jouer,feindre,0.357
jouer,prélude,0.359
jouer,voyez,0.354
jouer,verdurin,0.446
jouer,pianiste,0.488
jouer,cottard,0.4
jouer,odette,0.563
jouer,sonate,0.514
jouer,odett,0.352
jouer,forcheville,0.474
long,image,0.371
long,courir,0.361
long,rose,0.385
long,air,0.398
long,aimer,0.389
long,montrer,0.399
long,cœur,0.411
long,habitude,0.411
long,heureux,0.396
long,suite,0.358
long,personne,0.363
long,fin,0.36
long,comprendre,0.367
long,rencontrer,0.391
long,paraître,0.355
long,attention,0.448
long,penser,0.511
long,besoin,0.354
long,tomber,0.36
long,père,0.384
long,envoyer,0.351
long,mouvement,0.411
long,âme,0.353
long,désir,0.386
long,empêcher,0.375
long,souffrance,0.386
long,regard,0.362
long,sourire,0.386
long,visage,0.404
long,doute,0.356
long,permettre,0.434
long,ciel,0.366
long,embrasser,0.353
long,tâcher,0.399
long,perdre,0.354
long,recevoir,0.353
long,visite,0.428
long,reconnaître,0.38
long,ami,0.359
long,revenir,0.426
long,joie,0.359
long,vivre,0.355
long,tenir,0.399
long,idée,0.378
long,remarquer,0.381
long,répondre,0.394
long,oncle,0.368
long,mot,0.42
long,mal,0.432
long,éprouver,0.364
long,promettre,0.356
long,signe,0.409
long,amour,0.42
long,lendemain,0.36
long,soirée,0.433
long,journée,0.385
long,course,0.432
long,guermantes,0.354
long,forcer,0.367
long,odette,0.49
long,forcheville,0.401
bout,penser,0.384
bout,odette,0.373
air,existence,0.369
air,étonner,0.438
air,apparaître,0.374
air,éloigner,0.38
air,inconnu,0.376
air,bonheur,0.377
air,lever,0.394
air,souffrir,0.386
air,faux,0.361
air,imaginer,0.43
air,corps,0.373
air,propre,0.375
air,trait,0.367
air,charme,0.358
air,bras,0.398
air,suffire,0.374
air,profond,0.374
air,sentiment,0.384
air,image,0.398
air,mémoire,0.368
air,changer,0.419
air,genre,0.353
air,deviner,0.4
air,représenter,0.387
air,revoir,0.438
air,attitude,0.36
air,distinguer,0.441
air,courir,0.391
air,sorte,0.494
air,figure,0.383
air,aimer,0.615
air,pied,0.376
air,montrer,0.472
air,contraire,0.494
air,cœur,0.536
air,habitude,0.555
air,taire,0.373
air,heureux,0.511
air,présence,0.441
air,suite,0.461
air,autrefoi,0.462
air,personne,0.444
air,raconter,0.47
air,fin,0.436
air,nom,0.551
air,écouter,0.446
air,voix,0.496
air,comprendre,0.546
air,continuer,0.47
air,arranger,0.357
air,rencontrer,0.551
air,rendre,0.445
air,paraître,0.502
air,histoire,0.379
air,ancien,0.396
air,causer,0.473
air,beauté,0.372
air,attention,0.365
air,influence,0.352
air,penser,0.631
air,triste,0.381
air,besoin,0.488
air,servir,0.372
air,salon,0.361
air,père,0.578
air,envoyer,0.474
air,force,0.406
air,bruit,0.366
air,peur,0.403
air,mouvement,0.396
air,âme,0.424
air,désir,0.451
air,table,0.449
air,empêcher,0.482
air,mari,0.434
air,apporter,0.387
air,famille,0.462
air,tendresse,0.401
air,cas,0.404
air,souffrance,0.401
air,regard,0.461
air,sourire,0.564
air,visage,0.519
air,essayer,0.354
air,considérer,0.439
air,rire,0.503
air,parti,0.352
air,doute,0.549
air,permettre,0.497
air,annoncer,0.351
air,souhaiter,0.378
air,tâcher,0.467
air,perdre,0.37
air,tendre,0.379
air,somme,0.369
air,voisin,0.395
air,mauvais,0.422
air,mariage,0.381
air,recevoir,0.561
air,visite,0.453
air,naturel,0.424
air,prétexte,0.364
air,fils,0.392
air,reconnaître,0.443
air,garder,0.451
air,attacher,0.379
air,importance,0.39
air,aimable,0.459
air,jeune,0.415
air,ami,0.56
air,an,0.387
air,propriété,0.353
air,posséder,0.384
air,vieux,0.421
air,revenir,0.501
air,pareil,0.363
air,joie,0.469
air,contenter,0.41
air,geste,0.36
air,question,0.384
air,phrase,0.474
air,prononcer,0.391
air,propos,0.475
air,vivre,0.458
air,préférer,0.414
air,tenir,0.525
air,idée,0.507
air,hasard,0.372
air,relation,0.421
air,simple,0.462
air,supposer,0.4
air,sœur,0.4
air,admiration,0.364
air,revanche,0.365
air,amuser,0.432
air,ridicule,0.406
air,vrai,0.445
air,monsieur,0.509
air,remarquer,0.494
air,juger,0.383
air,manquer,0.439
air,sûr,0.361
air,bel,0.455
air,dame,0.398
air,princesse,0.465
air,répondre,0.596
air,œuvre,0.375
air,inviter,0.442
air,lettre,0.427
air,enfant,0.435
air,époque,0.385
air,connaissance,0.351
air,appeler,0.474
air,part,0.438
air,impression,0.397
air,charmant,0.418
air,réponse,0.412
air,déjeuner,0.414
air,oncle,0.471
air,sens,0.423
air,renoncer,0.382
air,intéresser,0.358
air,frapper,0.389
air,rapport,0.357
air,veille,0.361
air,mot,0.592
air,goût,0.453
air,mal,0.44
air,envier,0.419
air,adresser,0.443
air,nécessaire,0.363
air,approcher,0.446
air,éprouver,0.448
air,vinteuil,0.367
air,écrier,0.448
air,moquer,0.366
air,ajouter,0.469
air,écrire,0.466
air,répondit,0.427
air,ironique,0.352
air,ajouta,0.394
air,mlle,0.384
air,intelligence,0.394
air,manière,0.456
air,oser,0.5
air,citer,0.352
air,promettre,0.352
air,peintre,0.479
air,expression,0.406
air,ressentir,0.369
air,répéter,0.375
air,refuser,0.376
air,théâtre,0.35
air,déranger,0.389
air,bouche,0.367
air,signe,0.42
air,vérité,0.413
air,cacher,0.466
air,signifier,0.356
air,amour,0.522
air,lendemain,0.354
air,amitié,0.403
air,amie,0.491
air,maîtresse,0.352
air,ville,0.359
air,charlus,0.353
air,admirer,0.405
air,apprécier,0.362
air,parole,0.496
air,espérer,0.37
air,avouer,0.439
air,soirée,0.473
air,fatiguer,0.356
air,valeur,0.367
air,journée,0.414
air,découvrir,0.372
air,bois,0.376
air,gentil,0.382
air,compter,0.381
air,docteur,0.45
air,sourir,0.37
air,amoureux,0.376
air,plaire,0.494
air,legrandin,0.391
air,jolie,0.375
air,musique,0.405
air,bergotte,0.37
air,fit,0.352
air,mépris,0.374
air,argent,0.389
air,verdurin,0.46
air,cottard,0.418
air,odette,0.647
air,sonate,0.365
air,odett,0.393
air,forcheville,0.546
air,brichot,0.376
sorte,apparaître,0.365
sorte,inconnu,0.351
sorte,bonheur,0.361
sorte,souffrir,0.382
sorte,imaginer,0.36
sorte,corps,0.368
sorte,propre,0.405
sorte,profond,0.37
sorte,sentiment,0.383
sorte,image,0.402
sorte,représenter,0.36
sorte,distinguer,0.41
sorte,aimer,0.515
sorte,montrer,0.387
sorte,contraire,0.397
sorte,cœur,0.46
sorte,habitude,0.478
sorte,heureux,0.455
sorte,présence,0.367
sorte,autrefoi,0.383
sorte,personne,0.36
sorte,nom,0.48
sorte,comprendre,0.458
sorte,continuer,0.374
sorte,rencontrer,0.398
sorte,rendre,0.386
sorte,paraître,0.447
sorte,causer,0.472
sorte,beauté,0.366
sorte,penser,0.532
sorte,besoin,0.433
sorte,père,0.426
sorte,âme,0.358
sorte,désir,0.468
sorte,famille,0.357
sorte,tendresse,0.374
sorte,souffrance,0.414
sorte,regard,0.368
sorte,sourire,0.417
sorte,visage,0.421
sorte,considérer,0.394
sorte,doute,0.47
sorte,permettre,0.434
sorte,tâcher,0.36
sorte,perdre,0.374
sorte,mauvais,0.36
sorte,recevoir,0.421
sorte,visite,0.372
sorte,naturel,0.358
sorte,reconnaître,0.36
sorte,garder,0.379
sorte,ami,0.424
sorte,posséder,0.352
sorte,revenir,0.4
sorte,joie,0.453
sorte,phrase,0.356
sorte,propos,0.367
sorte,vivre,0.426
sorte,préférer,0.369
sorte,tenir,0.408
sorte,idée,0.467
sorte,simple,0.364
sorte,vrai,0.383
sorte,bel,0.374
sorte,répondre,0.419
sorte,œuvre,0.376
sorte,lettre,0.354
sorte,enfant,0.351
sorte,part,0.368
sorte,impression,0.394
sorte,sens,0.366
sorte,mot,0.446
sorte,goût,0.448
sorte,mal,0.38
sorte,éprouver,0.448
sorte,ajouter,0.412
sorte,écrire,0.377
sorte,manière,0.388
sorte,expression,0.368
sorte,ressentir,0.39
sorte,signe,0.362
sorte,cacher,0.405
sorte,amour,0.535
sorte,amie,0.371
sorte,maîtresse,0.357
sorte,douleur,0.372
sorte,parole,0.398
sorte,exister,0.357
sorte,plaire,0.403
sorte,odette,0.54
sorte,forcheville,0.374
sorte,jalousie,0.371
aimer,éveiller,0.351
aimer,existence,0.367
aimer,libre,0.364
aimer,étonner,0.362
aimer,apparaître,0.426
aimer,éloigner,0.413
aimer,inconnu,0.371
aimer,bonheur,0.382
aimer,lever,0.364
aimer,donne,0.393
aimer,souffrir,0.507
aimer,goûter,0.402
aimer,rêve,0.384
aimer,faux,0.384
aimer,imaginer,0.442
aimer,corps,0.395
aimer,propre,0.427
aimer,charme,0.411
aimer,profond,0.38
aimer,ignorer,0.357
aimer,sentiment,0.438
aimer,image,0.498
aimer,réussir,0.38
aimer,mémoire,0.358
aimer,changer,0.376
aimer,genre,0.393
aimer,deviner,0.429
aimer,figurer,0.358
aimer,représenter,0.452
aimer,revoir,0.508
aimer,attitude,0.387
aimer,distinguer,0.408
aimer,montrer,0.456
aimer,contraire,0.47
aimer,indifférence,0.373
aimer,cœur,0.559
aimer,habitude,0.562
aimer,heureux,0.589
aimer,présence,0.515
aimer,suite,0.521
aimer,autrefoi,0.537
aimer,personne,0.404
aimer,raconter,0.415
aimer,fin,0.406
aimer,premier,0.35
aimer,tristesse,0.385
aimer,nom,0.527
aimer,voix,0.414
aimer,comprendre,0.556
aimer,continuer,0.482
aimer,rencontrer,0.56
aimer,rendre,0.467
aimer,paraître,0.515
aimer,histoire,0.356
aimer,ancien,0.398
aimer,causer,0.533
aimer,beauté,0.375
aimer,attention,0.356
aimer,influence,0.437
aimer,penser,0.683
aimer,triste,0.4
aimer,besoin,0.569
aimer,servir,0.36
aimer,ignorant,0.351
aimer,cher,0.378
aimer,père,0.535
aimer,envoyer,0.495
aimer,force,0.354
aimer,éviter,0.355
aimer,peur,0.484
aimer,nature,0.353
aimer,mouvement,0.409
aimer,âme,0.41
aimer,désir,0.525
aimer,désespoir,0.357
aimer,table,0.379
aimer,crier,0.367
aimer,empêcher,0.503
aimer,mari,0.413
aimer,apporter,0.411
aimer,famille,0.457
aimer,tendresse,0.431
aimer,cas,0.473
aimer,souffrance,0.445
aimer,regard,0.437
aimer,sourire,0.528
aimer,visage,0.477
aimer,essayer,0.354
aimer,considérer,0.387
aimer,rire,0.429
aimer,doute,0.607
aimer,permettre,0.551
aimer,embrasser,0.415
aimer,souhaiter,0.457
aimer,tâcher,0.492
aimer,perdre,0.449
aimer,réel,0.356
aimer,somme,0.379
aimer,mauvais,0.412
aimer,mariage,0.39
aimer,recevoir,0.632
aimer,visite,0.513
aimer,naturel,0.37
aimer,prétexte,0.387
aimer,fils,0.352
aimer,reconnaître,0.468
aimer,garder,0.439
aimer,attacher,0.353
aimer,importance,0.385
aimer,aimable,0.398
aimer,jeune,0.382
aimer,lier,0.358
aimer,ami,0.588
aimer,an,0.44
aimer,posséder,0.457
aimer,vieux,0.412
aimer,revenir,0.528
aimer,joie,0.487
aimer,contenter,0.361
aimer,phrase,0.395
aimer,prononcer,0.375
aimer,propos,0.482
aimer,soupçonner,0.355
aimer,vivre,0.538
aimer,préférer,0.441
aimer,tenir,0.518
aimer,idée,0.6
aimer,composer,0.356
aimer,hasard,0.35
aimer,relation,0.408
aimer,saluer,0.362
aimer,simple,0.43
aimer,demande,0.386
aimer,intérêt,0.403
aimer,supposer,0.47
aimer,conversation,0.362
aimer,avis,0.355
aimer,revanche,0.38
aimer,amuser,0.378
aimer,ridicule,0.41
aimer,vrai,0.496
aimer,monsieur,0.466
aimer,remarquer,0.458
aimer,juger,0.411
aimer,manquer,0.436
aimer,sûr,0.399
aimer,bel,0.401
aimer,dame,0.389
aimer,excuser,0.365
aimer,princesse,0.42
